"rep","strategy","n_workers","chr","start","end","bp","n_win","secs","load_s","secs_wall","rss_gb","pid"
2,"segment",2,"chr9",1,50000000,5e+07,227365,9.036,0,9.036,2.488147968,10527
2,"segment",2,"chr9",50000001,100000000,5e+07,189884,8.26900000000001,0,8.26900000000001,2.128965632,10537
2,"segment",2,"chr10",1,50000000,5e+07,247573,8.87,0,8.87,2.45694464,10527
2,"segment",2,"chr10",50000001,100000000,5e+07,249995,9.149,0.00100000000000477,9.15000000000001,2.338906112,10537
2,"segment",2,"chr11",1,50000000,5e+07,249700,9.85300000000001,0.000999999999976353,9.85399999999998,2.415415296,10527
2,"segment",2,"chr11",50000001,100000000,5e+07,247571,10.002,0,10.002,2.2897664,10537
2,"segment",2,"chr12",1,50000000,5e+07,249346,10.454,0,10.454,2.015232,10527
2,"segment",2,"chr12",50000001,100000000,5e+07,250000,10.201,0,10.201,2.171006976,10537
2,"segment",2,"chr13",1,50000000,5e+07,169132,8.142,0.00100000000000477,8.143,2.127663104,10527
2,"segment",2,"chr13",50000001,100000000,5e+07,249749,9.435,0,9.435,2.265935872,10537
2,"segment",2,"chr14",1,50000000,5e+07,168401,7.255,0.00100000000000477,7.256,2.355748864,10527
2,"segment",2,"chr14",50000001,100000000,5e+07,250000,11.661,0,11.661,2.10384896,10527
2,"segment",2,"chr15",1,50000000,5e+07,163536,9.24299999999999,0,9.24299999999999,2.265874432,10537
2,"segment",2,"chr15",50000001,100000000,5e+07,249749,8.50899999999999,0,8.50899999999999,2.40566272,10537
2,"segment",2,"chr16",1,50000000,5e+07,207870,8.22,0,8.22,2.352566272,10527
2,"segment",2,"chr17",1,50000000,5e+07,248590,9.85900000000001,0,9.85900000000001,2.417557504,10537
2,"segment",2,"chr18",1,50000000,5e+07,249103,10.95,0,10.95,2.259443712,10527
2,"segment",2,"chr19",1,50000000,5e+07,249159,8.98000000000002,0,8.98000000000002,2.42159616,10537
2,"segment",2,"chr20",1,50000000,5e+07,247966,8.81399999999999,0,8.81399999999999,2.302820352,10527
2,"segment",2,"chr22",1,50000000,5e+07,191709,9.16300000000001,0,9.16300000000001,2.306228224,10537
2,"segment",2,"chrX",1,50000000,5e+07,246497,11.28,0.00100000000000477,11.281,2.35235328,10527
2,"segment",2,"chrX",50000001,100000000,5e+07,249228,12.064,0.00100000000000477,12.066,2.135437312,10537
2,"segment",2,"chrX",100000001,150000000,5e+07,248556,8.87099999999998,0,8.87099999999998,2.37897728,10527
2,"segment",2,"chrY",1,50000000,5e+07,129550,6.66,0,6.66,2.267742208,10537
2,"segment",2,"chr1",200000001,248956422,48956422,244228,11.241,0,11.241,2.28747264,10527
2,"segment",2,"chr3",150000001,198295559,48295559,241177,10.257,0.00100000000000477,10.258,2.185969664,10537
2,"segment",2,"chr21",1,46709983,46709983,200395,7.601,0,7.601,2.458128384,10527
2,"segment",2,"chr8",100000001,145138636,45138636,225393,9.20499999999998,0,9.20499999999998,2.257375232,10537
2,"segment",2,"chr2",200000001,242193529,42193529,210909,8.66899999999998,0.000999999999976353,8.66999999999996,2.527338496,10527
2,"segment",2,"chr16",50000001,90338345,40338345,201140,7.88999999999999,0,7.88999999999999,2.078367744,10537
2,"segment",2,"chr4",150000001,190214555,40214555,200771,8.40800000000002,0,8.40800000000002,2.154061824,10527
2,"segment",2,"chr9",100000001,138394717,38394717,191660,6.84900000000005,0,6.84900000000005,2.345889792,10537
2,"segment",2,"chr11",100000001,135086622,35086622,175383,6.34699999999998,0,6.34699999999998,2.261065728,10527
2,"segment",2,"chr10",100000001,133797422,33797422,168671,6.58500000000004,0,6.58500000000004,2.290368512,10537
2,"segment",2,"chr12",100000001,133275309,33275309,166313,6.92500000000001,0,6.92500000000001,2.228207616,10527
2,"segment",2,"chr17",50000001,83257441,33257441,165965,6.72499999999997,0,6.72499999999997,2.378010624,10537
2,"segment",2,"chr5",150000001,181538259,31538259,157385,6.745,0,6.745,2.382589952,10527
2,"segment",2,"chr18",50000001,80373285,30373285,151304,5.33499999999998,0,5.33499999999998,2.480402432,10537
2,"segment",2,"chr6",150000001,170805979,20805979,103478,4.71699999999998,0,4.71699999999998,2.333339648,10527
2,"segment",2,"chr20",50000001,64444167,14444167,71670,2.73500000000001,0,2.73500000000001,2.435878912,10537
2,"segment",2,"chr13",100000001,114364328,14364328,71016,3.411,0,3.411,2.459983872,10537
2,"segment",2,"chr7",150000001,159345973,9345973,46677,2.27099999999996,0,2.27099999999996,2.582388736,10527
2,"segment",2,"chr19",50000001,58617616,8617616,43038,1.81999999999999,0.0010000000000332,1.82100000000003,2.505146368,10527
2,"segment",2,"chrY",50000001,57227415,7227415,2469,1.66800000000001,0.000999999999976353,1.66899999999998,2.007732224,10537
2,"segment",2,"chr14",100000001,107043718,7043718,34418,1.76300000000003,0.000999999999976353,1.76400000000001,2.544201728,10527
2,"segment",2,"chrX",150000001,156040895,6040895,30154,1.726,0,1.726,2.220908544,10537
2,"segment",2,"chr15",100000001,101991189,1991189,9905,1.137,0.0010000000000332,1.13800000000003,2.514415616,10527
2,"segment",2,"chr22",50000001,50818468,818468,4042,0.427999999999997,0,0.427999999999997,2.287890432,10537
2,"segment",3,"chr1",1,50000000,5e+07,248467,13.544,7.625,21.169,1.7009664,11874
2,"segment",3,"chr1",50000001,100000000,5e+07,250000,13.676,7.624,21.3,1.630928896,11864
2,"segment",3,"chr1",100000001,150000000,5e+07,159605,11.406,7.622,19.028,1.594781696,11852
2,"segment",3,"chr1",150000001,200000000,5e+07,250000,10.668,0,10.668,1.882611712,11852
2,"segment",3,"chr2",1,50000000,5e+07,249929,11.237,0.000999999999997669,11.238,1.743753216,11874
2,"segment",3,"chr2",50000001,100000000,5e+07,241874,11.052,0,11.052,1.810300928,11864
2,"segment",3,"chr2",100000001,150000000,5e+07,249999,11.191,0,11.191,1.890992128,11852
2,"segment",3,"chr2",150000001,200000000,5e+07,250000,10.691,0.00100000000000477,10.692,1.777721344,11864
2,"segment",3,"chr3",1,50000000,5e+07,249946,10.089,0,10.089,2.003914752,11874
2,"segment",3,"chr3",50000001,100000000,5e+07,249348,10.207,0,10.207,2.212151296,11852
2,"segment",3,"chr3",100000001,150000000,5e+07,250000,9.95500000000001,0,9.95500000000001,1.992126464,11874
2,"segment",3,"chr4",1,50000000,5e+07,248444,10.254,0.00100000000000477,10.255,2.015916032,11864
2,"segment",3,"chr4",50000001,100000000,5e+07,249529,10.134,0.000999999999997669,10.135,2.1715968,11852
2,"segment",3,"chr4",100000001,150000000,5e+07,250000,10.564,0,10.564,1.707671552,11874
2,"segment",3,"chr5",1,50000000,5e+07,249163,10.309,0.00100000000000477,10.31,1.847590912,11864
2,"segment",3,"chr5",50000001,100000000,5e+07,249749,9.944,0,9.944,2.11503104,11852
2,"segment",3,"chr5",100000001,150000000,5e+07,249994,10.159,0,10.159,1.978351616,11874
2,"segment",3,"chr6",1,50000000,5e+07,249700,10.314,0,10.314,1.85683968,11864
2,"segment",3,"chr6",50000001,100000000,5e+07,247201,9.363,0,9.363,2.428768256,11852
2,"segment",3,"chr6",100000001,150000000,5e+07,249999,9.953,0,9.953,1.997586432,11874
2,"segment",3,"chr7",1,50000000,5e+07,249937,9.795,0,9.795,2.0230144,11864
2,"segment",3,"chr7",50000001,100000000,5e+07,248470,10.651,0,10.651,1.713139712,11852
2,"segment",3,"chr7",100000001,150000000,5e+07,249749,10.007,0,10.007,1.98731776,11874
2,"segment",3,"chr8",1,50000000,5e+07,248688,10.581,0,10.581,1.850810368,11864
2,"segment",3,"chr8",50000001,100000000,5e+07,249749,9.667,0,9.667,1.966084096,11852
2,"segment",3,"chr9",1,50000000,5e+07,227365,10.495,0,10.495,2.000744448,11874
2,"segment",3,"chr9",50000001,100000000,5e+07,189884,8.642,0,8.642,2.128728064,11864
2,"segment",3,"chr10",1,50000000,5e+07,247573,9.74799999999999,0,9.74799999999999,2.480365568,11852
2,"segment",3,"chr10",50000001,100000000,5e+07,249995,9.729,0,9.729,2.023702528,11864
2,"segment",3,"chr11",1,50000000,5e+07,249700,9.03399999999999,0,9.03399999999999,2.174070784,11874
2,"segment",3,"chr11",50000001,100000000,5e+07,247571,9.684,0,9.684,2.338328576,11852
2,"segment",3,"chr12",1,50000000,5e+07,249346,10.082,0,10.082,2.022764544,11864
2,"segment",3,"chr12",50000001,100000000,5e+07,250000,10.29,0,10.29,2.538856448,11874
2,"segment",3,"chr13",1,50000000,5e+07,169132,8.92099999999999,0,8.92099999999999,2.378883072,11852
2,"segment",3,"chr13",50000001,100000000,5e+07,249749,10.092,0,10.092,1.992220672,11864
2,"segment",3,"chr14",1,50000000,5e+07,168401,7.64700000000001,0,7.64700000000001,2.406588416,11874
2,"segment",3,"chr14",50000001,100000000,5e+07,250000,8.863,0,8.863,2.382163968,11852
2,"segment",3,"chr15",1,50000000,5e+07,163536,7.381,0,7.381,2.575048704,11874
2,"segment",3,"chr15",50000001,100000000,5e+07,249749,9.61799999999999,0,9.61799999999999,1.9519488,11864
2,"segment",3,"chr16",1,50000000,5e+07,207870,9.27700000000002,0,9.27700000000002,2.212020224,11852
2,"segment",3,"chr17",1,50000000,5e+07,248590,9.56400000000002,0,9.56400000000002,2.336210944,11874
2,"segment",3,"chr18",1,50000000,5e+07,249103,9.547,0.00100000000000477,9.548,1.970999296,11864
2,"segment",3,"chr19",1,50000000,5e+07,249159,8.499,0,8.499,2.301124608,11852
2,"segment",3,"chr20",1,50000000,5e+07,247966,8.517,0,8.517,2.36894208,11874
2,"segment",3,"chr22",1,50000000,5e+07,191709,7.77600000000001,0.000999999999976353,7.77699999999999,2.097696768,11864
2,"segment",3,"chrX",1,50000000,5e+07,246497,10.711,0,10.711,2.188324864,11852
2,"segment",3,"chrX",50000001,100000000,5e+07,249228,11.344,0,11.344,2.187681792,11874
2,"segment",3,"chrX",100000001,150000000,5e+07,248556,9.76100000000002,0,9.76100000000002,2.101682176,11864
2,"segment",3,"chrY",1,50000000,5e+07,129550,7.76499999999999,0.00100000000000477,7.76599999999999,2.149076992,11852
2,"segment",3,"chr1",200000001,248956422,48956422,244228,12.111,0,12.111,2.323001344,11874
2,"segment",3,"chr3",150000001,198295559,48295559,241177,12.697,0,12.697,2.001199104,11864
2,"segment",3,"chr21",1,46709983,46709983,200395,9.77700000000002,0.00100000000000477,9.77800000000002,1.836720128,11852
2,"segment",3,"chr8",100000001,145138636,45138636,225393,10.27,0.00100000000000477,10.271,2.072461312,11874
2,"segment",3,"chr2",200000001,242193529,42193529,210909,10.993,0,10.993,1.947922432,11864
2,"segment",3,"chr16",50000001,90338345,40338345,201140,7.78199999999998,0.00100000000000477,7.78299999999999,2.062163968,11852
2,"segment",3,"chr4",150000001,190214555,40214555,200771,8.881,0,8.881,2.299531264,11874
2,"segment",3,"chr9",100000001,138394717,38394717,191660,8.673,0,8.673,2.102300672,11852
2,"segment",3,"chr11",100000001,135086622,35086622,175383,7.21000000000001,0,7.21000000000001,2.134503424,11864
2,"segment",3,"chr10",100000001,133797422,33797422,168671,7.81599999999997,0.00100000000000477,7.81699999999998,2.514341888,11874
2,"segment",3,"chr12",100000001,133275309,33275309,166313,8.06300000000002,0,8.06300000000002,1.821782016,11864
2,"segment",3,"chr17",50000001,83257441,33257441,165965,6.63399999999999,0,6.63399999999999,2.191454208,11852
2,"segment",3,"chr5",150000001,181538259,31538259,157385,8.07599999999999,0,8.07599999999999,2.050588672,11852
2,"segment",3,"chr18",50000001,80373285,30373285,151304,6.23000000000002,0,6.23000000000002,2.458923008,11874
2,"segment",3,"chr6",150000001,170805979,20805979,103478,4.87199999999999,0,4.87199999999999,1.99335936,11864
2,"segment",3,"chr20",50000001,64444167,14444167,71670,3.267,0,3.267,2.03616256,11864
2,"segment",3,"chr13",100000001,114364328,14364328,71016,3.834,0.00100000000000477,3.83500000000001,2.241245184,11874
2,"segment",3,"chr7",150000001,159345973,9345973,46677,2.63800000000001,0,2.63800000000001,2.34928128,11852
2,"segment",3,"chr19",50000001,58617616,8617616,43038,2.60499999999999,0,2.60499999999999,1.926946816,11864
2,"segment",3,"chrY",50000001,57227415,7227415,2469,0.966000000000008,0,0.966000000000008,2.416201728,11874
2,"segment",3,"chr14",100000001,107043718,7043718,34418,2.12800000000001,0,2.12800000000001,2.453450752,11852
2,"segment",3,"chrX",150000001,156040895,6040895,30154,2.81100000000001,0,2.81100000000001,2.103369728,11874
2,"segment",3,"chr15",100000001,101991189,1991189,9905,1.12,0.00100000000000477,1.12100000000001,2.176364544,11864
2,"segment",3,"chr22",50000001,50818468,818468,4042,0.454000000000008,0,0.454000000000008,2.24335872,11864
2,"segment",4,"chr1",1,50000000,5e+07,248467,15.896,7.958,23.854,1.658290176,12897
2,"segment",4,"chr1",50000001,100000000,5e+07,250000,15.896,7.957,23.853,1.70356736,12887
2,"segment",4,"chr1",100000001,150000000,5e+07,159605,13.163,7.956,21.119,1.603518464,12878
2,"segment",4,"chr1",150000001,200000000,5e+07,250000,15.904,7.957,23.861,1.703964672,12868
2,"segment",4,"chr2",1,50000000,5e+07,249929,17.292,0,17.292,1.640677376,12878
2,"segment",4,"chr2",50000001,100000000,5e+07,241874,17.636,0.00100000000000122,17.637,1.827258368,12887
2,"segment",4,"chr2",100000001,150000000,5e+07,249999,17.829,0,17.829,1.829322752,12868
2,"segment",4,"chr2",150000001,200000000,5e+07,250000,17.737,0,17.737,1.782431744,12897
2,"segment",4,"chr3",1,50000000,5e+07,249946,14.853,0,14.853,1.558679552,12878
2,"segment",4,"chr3",50000001,100000000,5e+07,249348,15.353,0,15.353,1.36976384,12887
2,"segment",4,"chr3",100000001,150000000,5e+07,250000,14.864,0,14.864,1.297698816,12868
2,"segment",4,"chr4",1,50000000,5e+07,248444,14.731,0.000999999999997669,14.732,1.316503552,12897
2,"segment",4,"chr4",50000001,100000000,5e+07,249529,16.138,0,16.138,1.451040768,12878
2,"segment",4,"chr4",100000001,150000000,5e+07,250000,16.501,0,16.501,1.576054784,12868
2,"segment",4,"chr5",1,50000000,5e+07,249163,16.676,0.000999999999997669,16.677,1.812594688,12887
2,"segment",4,"chr5",50000001,100000000,5e+07,249749,16.208,0.000999999999997669,16.209,1.481089024,12897
2,"segment",4,"chr5",100000001,150000000,5e+07,249994,15.975,0,15.975,1.649717248,12878
2,"segment",4,"chr6",1,50000000,5e+07,249700,15.594,0,15.594,1.764634624,12868
2,"segment",4,"chr6",50000001,100000000,5e+07,247201,15.207,0,15.207,1.803481088,12897
2,"segment",4,"chr6",100000001,150000000,5e+07,249999,14.436,0,14.436,1.846480896,12887
2,"segment",4,"chr7",1,50000000,5e+07,249937,14.451,0,14.451,1.775136768,12878
2,"segment",4,"chr7",50000001,100000000,5e+07,248470,13.978,0.00499999999999545,13.983,1.680379904,12887
2,"segment",4,"chr7",100000001,150000000,5e+07,249749,14.337,0,14.337,1.63969024,12897
2,"segment",4,"chr8",1,50000000,5e+07,248688,15.734,0,15.734,1.725362176,12868
2,"segment",4,"chr8",50000001,100000000,5e+07,249749,15.402,0,15.402,1.832054784,12878
2,"segment",4,"chr9",1,50000000,5e+07,227365,15.016,0,15.016,1.854214144,12887
2,"segment",4,"chr9",50000001,100000000,5e+07,189884,13.3,0.00100000000000477,13.301,1.837375488,12897
2,"segment",4,"chr10",1,50000000,5e+07,247573,13.296,0,13.296,1.892237312,12868
2,"segment",4,"chr10",50000001,100000000,5e+07,249995,12.084,0,12.084,1.79181568,12878
2,"segment",4,"chr11",1,50000000,5e+07,249700,11.911,0.00100000000000477,11.912,1.365684224,12897
2,"segment",4,"chr11",50000001,100000000,5e+07,247571,11.946,0,11.946,1.609510912,12887
2,"segment",4,"chr12",1,50000000,5e+07,249346,14.113,0.00100000000000477,14.114,1.723957248,12868
2,"segment",4,"chr12",50000001,100000000,5e+07,250000,12.168,0.00100000000000477,12.169,1.8095104,12878
2,"segment",4,"chr13",1,50000000,5e+07,169132,11.61,0,11.61,1.786621952,12897
2,"segment",4,"chr13",50000001,100000000,5e+07,249749,12.434,0.00100000000000477,12.435,1.678393344,12887
2,"segment",4,"chr14",1,50000000,5e+07,168401,8.01400000000001,0.00100000000000477,8.01500000000001,2.02115072,12868
2,"segment",4,"chr14",50000001,100000000,5e+07,250000,10.449,0.00100000000000477,10.45,1.9777536,12878
2,"segment",4,"chr15",1,50000000,5e+07,163536,9.35300000000001,0,9.35300000000001,1.688338432,12897
2,"segment",4,"chr15",50000001,100000000,5e+07,249749,11.781,0,11.781,1.915490304,12868
2,"segment",4,"chr16",1,50000000,5e+07,207870,9.97,0,9.97,1.740378112,12887
2,"segment",4,"chr17",1,50000000,5e+07,248590,11.675,0,11.675,1.700728832,12897
2,"segment",4,"chr18",1,50000000,5e+07,249103,11.538,0,11.538,1.772699648,12868
2,"segment",4,"chr19",1,50000000,5e+07,249159,11.291,0,11.291,2.065969152,12878
2,"segment",4,"chr20",1,50000000,5e+07,247966,10.685,0,10.685,1.579147264,12887
2,"segment",4,"chr22",1,50000000,5e+07,191709,9.78200000000001,0.000999999999976353,9.78299999999999,1.783250944,12887
2,"segment",4,"chrX",1,50000000,5e+07,246497,12.076,0.00100000000000477,12.077,2.017697792,12878
2,"segment",4,"chrX",50000001,100000000,5e+07,249228,10.488,0,10.488,1.929678848,12868
2,"segment",4,"chrX",100000001,150000000,5e+07,248556,11.791,0,11.791,1.81725184,12897
2,"segment",4,"chrY",1,50000000,5e+07,129550,9.27799999999999,0,9.27799999999999,1.294921728,12887
2,"segment",4,"chr1",200000001,248956422,48956422,244228,15.154,0,15.154,1.64077568,12868
2,"segment",4,"chr3",150000001,198295559,48295559,241177,12.585,0,12.585,1.359069184,12878
2,"segment",4,"chr21",1,46709983,46709983,200395,9.90700000000001,0,9.90700000000001,0.980635648,12897
2,"segment",4,"chr8",100000001,145138636,45138636,225393,14.366,0,14.366,1.482551296,12887
2,"segment",4,"chr2",200000001,242193529,42193529,210909,13.47,0.00100000000000477,13.471,1.68787968,12897
2,"segment",4,"chr16",50000001,90338345,40338345,201140,11.465,0,11.465,1.956769792,12878
2,"segment",4,"chr4",150000001,190214555,40214555,200771,12.307,0,12.307,1.665581056,12868
2,"segment",4,"chr9",100000001,138394717,38394717,191660,9.101,0,9.101,1.71890688,12887
2,"segment",4,"chr11",100000001,135086622,35086622,175383,7.91499999999999,0,7.91499999999999,1.860681728,12878
2,"segment",4,"chr10",100000001,133797422,33797422,168671,7.02500000000001,0,7.02500000000001,1.893371904,12868
2,"segment",4,"chr12",100000001,133275309,33275309,166313,7.60499999999999,0,7.60499999999999,1.706692608,12897
2,"segment",4,"chr17",50000001,83257441,33257441,165965,6.511,0.00199999999998113,6.51299999999998,1.810182144,12887
2,"segment",4,"chr5",150000001,181538259,31538259,157385,7.86100000000002,0,7.86100000000002,1.5645696,12878
2,"segment",4,"chr18",50000001,80373285,30373285,151304,7.24600000000001,0,7.24600000000001,1.683759104,12868
2,"segment",4,"chr6",150000001,170805979,20805979,103478,6.54400000000001,0,6.54400000000001,1.441722368,12897
2,"segment",4,"chr20",50000001,64444167,14444167,71670,3.32999999999998,0,3.32999999999998,1.814970368,12887
2,"segment",4,"chr13",100000001,114364328,14364328,71016,4.53399999999999,0,4.53399999999999,1.684996096,12887
2,"segment",4,"chr7",150000001,159345973,9345973,46677,2.94200000000001,0,2.94200000000001,1.6925696,12868
2,"segment",4,"chr19",50000001,58617616,8617616,43038,2.22,0,2.22,1.426788352,12878
2,"segment",4,"chrY",50000001,57227415,7227415,2469,1.11599999999999,0,1.11599999999999,1.565671424,12897
2,"segment",4,"chr14",100000001,107043718,7043718,34418,1.99300000000002,0.000999999999976353,1.994,1.765593088,12897
2,"segment",4,"chrX",150000001,156040895,6040895,30154,2.57600000000002,0,2.57600000000002,1.429499904,12878
2,"segment",4,"chr15",100000001,101991189,1991189,9905,1.256,0,1.256,1.81528576,12868
2,"segment",4,"chr22",50000001,50818468,818468,4042,0.543999999999983,0,0.543999999999983,1.765453824,12897
2,"segment",5,"chr1",1,50000000,5e+07,248467,20.477,8.491,28.968,1.2663808,13833
2,"segment",5,"chr1",50000001,100000000,5e+07,250000,21.637,8.505,30.142,1.320398848,13823
2,"segment",5,"chr1",100000001,150000000,5e+07,159605,16.314,8.403,24.717,1.181761536,13814
2,"segment",5,"chr1",150000001,200000000,5e+07,250000,21.711,8.508,30.22,1.305595904,13804
2,"segment",5,"chr2",1,50000000,5e+07,249929,21.385,8.498,29.883,1.318805504,13794
2,"segment",5,"chr2",50000001,100000000,5e+07,241874,15.999,0,15.999,1.451610112,13814
2,"segment",5,"chr2",100000001,150000000,5e+07,249999,15.744,0.000999999999997669,15.745,1.55875328,13833
2,"segment",5,"chr2",150000001,200000000,5e+07,250000,15.636,0,15.636,1.477300224,13794
2,"segment",5,"chr3",1,50000000,5e+07,249946,15.005,0,15.005,1.524785152,13823
2,"segment",5,"chr3",50000001,100000000,5e+07,249348,15.435,0,15.435,1.63414016,13804
2,"segment",5,"chr3",100000001,150000000,5e+07,250000,14.359,0.000999999999997669,14.36,1.536761856,13814
2,"segment",5,"chr4",1,50000000,5e+07,248444,14.108,0,14.108,1.56657664,13833
2,"segment",5,"chr4",50000001,100000000,5e+07,249529,14.236,0,14.236,1.580896256,13823
2,"segment",5,"chr4",100000001,150000000,5e+07,250000,14.574,0,14.574,1.487941632,13794
2,"segment",5,"chr5",1,50000000,5e+07,249163,14.328,0.000999999999997669,14.329,1.60729088,13804
2,"segment",5,"chr5",50000001,100000000,5e+07,249749,13.87,0,13.87,1.168748544,13814
2,"segment",5,"chr5",100000001,150000000,5e+07,249994,14.056,0,14.056,1.750130688,13833
2,"segment",5,"chr6",1,50000000,5e+07,249700,13.01,0,13.01,1.710465024,13823
2,"segment",5,"chr6",50000001,100000000,5e+07,247201,13.515,0,13.515,1.861214208,13804
2,"segment",5,"chr6",100000001,150000000,5e+07,249999,13.758,0,13.758,1.626734592,13794
2,"segment",5,"chr7",1,50000000,5e+07,249937,13.749,0.000999999999990564,13.75,1.427697664,13814
2,"segment",5,"chr7",50000001,100000000,5e+07,248470,15.051,0.00100000000000477,15.052,1.313247232,13823
2,"segment",5,"chr7",100000001,150000000,5e+07,249749,13.388,0.000999999999990564,13.389,1.440530432,13833
2,"segment",5,"chr8",1,50000000,5e+07,248688,14.47,0,14.47,1.381834752,13804
2,"segment",5,"chr8",50000001,100000000,5e+07,249749,12.976,0,12.976,1.466830848,13794
2,"segment",5,"chr9",1,50000000,5e+07,227365,14.59,0.00100000000000477,14.591,1.09195264,13814
2,"segment",5,"chr9",50000001,100000000,5e+07,189884,14.323,0.00200000000000955,14.325,1.532604416,13833
2,"segment",5,"chr10",1,50000000,5e+07,247573,16.931,0,16.931,1.575124992,13794
2,"segment",5,"chr10",50000001,100000000,5e+07,249995,15.037,0,15.037,1.539223552,13823
2,"segment",5,"chr11",1,50000000,5e+07,249700,15.515,0,15.515,1.647501312,13804
2,"segment",5,"chr11",50000001,100000000,5e+07,247571,14.283,0,14.283,1.50562816,13814
2,"segment",5,"chr12",1,50000000,5e+07,249346,13.861,0,13.861,1.478660096,13833
2,"segment",5,"chr12",50000001,100000000,5e+07,250000,15.835,0.00100000000000477,15.836,1.39380736,13823
2,"segment",5,"chr13",1,50000000,5e+07,169132,14.161,0.00100000000000477,14.162,1.547300864,13804
2,"segment",5,"chr13",50000001,100000000,5e+07,249749,16.496,0,16.496,1.559638016,13794
2,"segment",5,"chr14",1,50000000,5e+07,168401,12.661,0,12.661,1.588563968,13814
2,"segment",5,"chr14",50000001,100000000,5e+07,250000,14.341,0.0029999999999859,14.344,1.508257792,13833
2,"segment",5,"chr15",1,50000000,5e+07,163536,14.377,0.00199999999999534,14.379,1.52098816,13804
2,"segment",5,"chr15",50000001,100000000,5e+07,249749,16.404,0.00200000000000955,16.406,1.562128384,13823
2,"segment",5,"chr16",1,50000000,5e+07,207870,15.068,0.00200000000000955,15.07,1.588703232,13794
2,"segment",5,"chr17",1,50000000,5e+07,248590,15.165,0,15.165,1.590808576,13814
2,"segment",5,"chr18",1,50000000,5e+07,249103,15.901,0.00199999999998113,15.903,1.680211968,13833
2,"segment",5,"chr19",1,50000000,5e+07,249159,11.85,0,11.85,1.527341056,13804
2,"segment",5,"chr20",1,50000000,5e+07,247966,16.66,0,16.66,1.698455552,13823
2,"segment",5,"chr22",1,50000000,5e+07,191709,10.996,0.000999999999976353,10.997,1.683550208,13794
2,"segment",5,"chrX",1,50000000,5e+07,246497,16.836,0,16.836,1.409097728,13814
2,"segment",5,"chrX",50000001,100000000,5e+07,249228,15.286,0,15.289,0.512905216,13804
2,"segment",5,"chrX",100000001,150000000,5e+07,248556,15.061,0.00100000000000477,15.062,0.930430976,13833
2,"segment",5,"chrY",1,50000000,5e+07,129550,10.46,0.00100000000000477,10.461,0.774422528,13794
2,"segment",5,"chr1",200000001,248956422,48956422,244228,15.049,0,15.049,1.402404864,13823
2,"segment",5,"chr3",150000001,198295559,48295559,241177,13.979,0.00100000000000477,13.981,0.976961536,13814
2,"segment",5,"chr21",1,46709983,46709983,200395,16.194,0.00900000000001455,16.203,1.425424384,13804
2,"segment",5,"chr8",100000001,145138636,45138636,225393,17.485,0,17.485,1.569677312,13794
2,"segment",5,"chr2",200000001,242193529,42193529,210909,16.638,0.000999999999976353,16.639,1.434750976,13833
2,"segment",5,"chr16",50000001,90338345,40338345,201140,14.421,0,14.421,1.63231744,13823
2,"segment",5,"chr4",150000001,190214555,40214555,200771,14.587,0.0109999999999957,14.598,1.524330496,13814
2,"segment",5,"chr9",100000001,138394717,38394717,191660,14.54,0.00100000000000477,14.541,1.611829248,13804
2,"segment",5,"chr11",100000001,135086622,35086622,175383,10.149,0,10.149,1.53899008,13833
2,"segment",5,"chr10",100000001,133797422,33797422,168671,9.25199999999998,0.00100000000000477,9.25299999999999,1.305726976,13794
2,"segment",5,"chr12",100000001,133275309,33275309,166313,11.055,0,11.055,1.565175808,13823
2,"segment",5,"chr17",50000001,83257441,33257441,165965,8.053,0.00100000000000477,8.054,1.467379712,13814
2,"segment",5,"chr5",150000001,181538259,31538259,157385,11.381,0.00100000000000477,11.382,1.502646272,13794
2,"segment",5,"chr18",50000001,80373285,30373285,151304,9.536,0,9.536,1.461538816,13833
2,"segment",5,"chr6",150000001,170805979,20805979,103478,6.29599999999999,0,6.29599999999999,1.682477056,13823
2,"segment",5,"chr20",50000001,64444167,14444167,71670,3.49299999999999,0,3.49299999999999,1.821515776,13804
2,"segment",5,"chr13",100000001,114364328,14364328,71016,5.03800000000001,0,5.03800000000001,1.149435904,13814
2,"segment",5,"chr7",150000001,159345973,9345973,46677,3.38800000000001,0,3.38800000000001,1.771155456,13804
2,"segment",5,"chr19",50000001,58617616,8617616,43038,2.828,0,2.828,1.451454464,13823
2,"segment",5,"chrY",50000001,57227415,7227415,2469,1.51500000000001,0,1.51500000000001,1.154433024,13814
2,"segment",5,"chr14",100000001,107043718,7043718,34418,2.298,0.00100000000000477,2.29900000000001,1.689337856,13833
2,"segment",5,"chrX",150000001,156040895,6040895,30154,4.85799999999998,0,4.85799999999998,1.571975168,13814
2,"segment",5,"chr15",100000001,101991189,1991189,9905,1.72799999999998,0,1.72799999999998,1.700708352,13804
2,"segment",5,"chr22",50000001,50818468,818468,4042,0.778999999999996,0.00100000000000477,0.780000000000001,1.499344896,13823
2,"segment",6,"chr1",1,50000000,5e+07,248467,26.992,10.619,37.611,1.287917568,14756
2,"segment",6,"chr1",50000001,100000000,5e+07,250000,26.942,10.616,37.559,1.27082496,14746
2,"segment",6,"chr1",100000001,150000000,5e+07,159605,23.918,10.648,34.566,1.158672384,14736
2,"segment",6,"chr1",150000001,200000000,5e+07,250000,26.938,10.609,37.547,1.270759424,14727
